drive,fileextension,filename,filepath,fullpath,hostname,username
c,dll,l2nacp.dll,Windows\SysWOW64,c:\Windows\SysWOW64\l2nacp.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,softkbd.dll,Windows\System32,c:\Windows\System32\softkbd.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,pvpanic.sys,Windows\System32\drivers,c:\Windows\System32\drivers\pvpanic.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,activeds.dll,Windows\System32,c:\Windows\System32\activeds.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,adpu320.sys,Windows\System32\drivers,c:\Windows\System32\drivers\adpu320.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,arcsas.sys,Windows\System32\drivers,c:\Windows\System32\drivers\arcsas.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,actxprxy.dll,Windows\SysWOW64,c:\Windows\SysWOW64\actxprxy.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,msrle32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msrle32.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,lsi_sas2.sys,Windows\System32\drivers,c:\Windows\System32\drivers\lsi_sas2.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,fdWSD.dll,Windows\System32,c:\Windows\System32\fdWSD.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,msctfp.dll,Windows\System32,c:\Windows\System32\msctfp.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,BrFiltUp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\BrFiltUp.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,bitsprx6.dll,Windows\System32,c:\Windows\System32\bitsprx6.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,srvnet.sys,Windows\System32\drivers,c:\Windows\System32\drivers\srvnet.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,acm,imaadp32.acm,Windows\System32,c:\Windows\System32\imaadp32.acm,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,wacompen.sys,Windows\System32\drivers,c:\Windows\System32\drivers\wacompen.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,DscCore.dll,Windows\System32,c:\Windows\System32\DscCore.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,nlaapi.dll,Windows\System32,c:\Windows\System32\nlaapi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,bitsprx3.dll,Windows\System32,c:\Windows\System32\bitsprx3.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,Sens.dll,Windows\System32,c:\Windows\System32\Sens.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,acpi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\acpi.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,schedsvc.dll,Windows\System32,c:\Windows\System32\schedsvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,mpio.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mpio.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,vgapnp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\vgapnp.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,cmiv2.dll,Windows\System32\advancedinstallers,c:\Windows\System32\advancedinstallers\cmiv2.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,rdbss.sys,Windows\System32\drivers,c:\Windows\System32\drivers\rdbss.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,xpsservices.dll,Windows\System32,c:\Windows\System32\xpsservices.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,modem.sys,Windows\System32\drivers,c:\Windows\System32\drivers\modem.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,themecpl.dll,Windows\System32,c:\Windows\System32\themecpl.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,qd260x64.sys,Windows\System32\drivers,c:\Windows\System32\drivers\qd260x64.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,appid.sys,Windows\System32\drivers,c:\Windows\System32\drivers\appid.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ashShell.dll,program files\avast software\Avast,c:\program files\avast software\Avast\ashShell.dll,EC0003XSC,BUILTIN\Administrators
c,dll,printui.dll,Windows\System32,c:\Windows\System32\printui.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,PINTLCSA.dll,Windows\System32\IME\IMESC5\applets,c:\Windows\System32\IME\IMESC5\applets\PINTLCSA.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iertutil.dll,Windows\System32,c:\Windows\System32\iertutil.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,agilevpn.sys,Windows\System32\drivers,c:\Windows\System32\drivers\agilevpn.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,fdSSDP.dll,Windows\SysWOW64,c:\Windows\SysWOW64\fdSSDP.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dot3svc.dll,Windows\System32,c:\Windows\System32\dot3svc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,scavengeui.dll,Windows\System32,c:\Windows\System32\scavengeui.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wkssvc.dll,Windows\System32,c:\Windows\System32\wkssvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iashlpr.dll,Windows\System32,c:\Windows\System32\iashlpr.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,atl.dll,Windows\System32,c:\Windows\System32\atl.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,bthmtpcontexthandler.dll,Windows\System32,c:\Windows\System32\bthmtpcontexthandler.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,rtffilt.dll,Windows\System32,c:\Windows\System32\rtffilt.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,DLL,QAGENTRT.DLL,Windows\System32,c:\Windows\System32\QAGENTRT.DLL,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,netkvm.sys,Windows\System32\drivers,c:\Windows\System32\drivers\netkvm.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,ipfltdrv.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ipfltdrv.sys,EC0003XSC,NT AUTHORITY\SYSTEM
C,,,Windows\syswow64,C:\Windows\syswow64,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,kernelceip.dll,Windows\System32,c:\Windows\System32\kernelceip.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,DLL,IMJPCLST.DLL,Windows\System32\IME\IMEJP10\APPLETS,c:\Windows\System32\IME\IMEJP10\APPLETS\IMJPCLST.DLL,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,dxgkrnl.sys,Windows\System32\drivers,c:\Windows\System32\drivers\dxgkrnl.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,propsys.dll,Windows\System32,c:\Windows\System32\propsys.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,bitsprx2.dll,Windows\SysWOW64,c:\Windows\SysWOW64\bitsprx2.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,msvidc32.dll,Windows\System32,c:\Windows\System32\msvidc32.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,pnpxassocprx.dll,Windows\System32,c:\Windows\System32\pnpxassocprx.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,mstscax.dll,Windows\System32,c:\Windows\System32\mstscax.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,MMDevAPI.dll,Windows\System32,c:\Windows\System32\MMDevAPI.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,devicedisplaystatusmanager.dll,Windows\System32,c:\Windows\System32\devicedisplaystatusmanager.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wpdbusenum.dll,Windows\System32,c:\Windows\System32\wpdbusenum.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,ksthunk.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ksthunk.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ddoiproxy.dll,Windows\SysWOW64,c:\Windows\SysWOW64\ddoiproxy.dll,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,lpk.dll,Windows\System32,C:\Windows\System32\lpk.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,systemcpl.dll,Windows\System32,c:\Windows\System32\systemcpl.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,DfsShlEx.dll,Windows\System32,c:\Windows\System32\DfsShlEx.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,rasmans.dll,Windows\System32,c:\Windows\System32\rasmans.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,hidserv.dll,Windows\System32,c:\Windows\System32\hidserv.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iasads.dll,Windows\System32,c:\Windows\System32\iasads.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,winethc.dll,Windows\System32,c:\Windows\System32\winethc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,parport.sys,Windows\System32\drivers,c:\Windows\System32\drivers\parport.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,repdrvfs.dll,Windows\System32\wbem,c:\Windows\System32\wbem\repdrvfs.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,sud.dll,Windows\System32,c:\Windows\System32\sud.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ndfetw.dll,Windows\System32,c:\Windows\System32\ndfetw.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wbemess.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wbemess.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,sermouse.sys,Windows\System32\drivers,c:\Windows\System32\drivers\sermouse.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,Syncreg.dll,Windows\System32,c:\Windows\System32\Syncreg.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,exe,mscorsvw.exe,Windows\microsoft.net\framework64\v4.0.30319,c:\Windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,pcw.sys,Windows\System32\drivers,c:\Windows\System32\drivers\pcw.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ipbusenum.dll,Windows\System32,c:\Windows\System32\ipbusenum.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,msaatext.dll,Windows\System32,c:\Windows\System32\msaatext.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,gcdef.dll,Windows\System32,c:\Windows\System32\gcdef.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,exe,mshta.exe,Windows\SysWOW64,c:\Windows\SysWOW64\mshta.exe,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,NapiNSP.dll,Windows\System32,c:\Windows\System32\NapiNSP.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,exe,aswidsagenta.exe,program files\avast software\Avast\x64,c:\program files\avast software\Avast\x64\aswidsagenta.exe,EC0003XSC,BUILTIN\Administrators
c,dll,encapi.dll,Windows\System32,c:\Windows\System32\encapi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,scrobj.dll,Windows\System32,c:\Windows\System32\scrobj.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,certprop.dll,Windows\System32,c:\Windows\System32\certprop.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,zipfldr.dll,Windows\System32,c:\Windows\System32\zipfldr.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ndishc.dll,Windows\System32,c:\Windows\System32\ndishc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dinput8.dll,Windows\System32,c:\Windows\System32\dinput8.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,pciide.sys,Windows\System32\drivers,c:\Windows\System32\drivers\pciide.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,netcorehc.dll,Windows\System32,c:\Windows\System32\netcorehc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,usbhub.sys,Windows\System32\drivers,c:\Windows\System32\drivers\usbhub.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,AudioSes.dll,Windows\System32,c:\Windows\System32\AudioSes.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,mmcndmgr.dll,Windows\System32,c:\Windows\System32\mmcndmgr.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wersvc.dll,Windows\System32,c:\Windows\System32\wersvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,srv2.sys,Windows\System32\drivers,c:\Windows\System32\drivers\srv2.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,msahci.sys,Windows\System32\drivers,c:\Windows\System32\drivers\msahci.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,browser.dll,Windows\System32,c:\Windows\System32\browser.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,SMEF.dll,Windows\System32,c:\Windows\System32\SMEF.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,srvsvc.dll,Windows\System32,c:\Windows\System32\srvsvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,sisraid2.sys,Windows\System32\drivers,c:\Windows\System32\drivers\sisraid2.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,sppwmi.dll,Windows\System32,c:\Windows\System32\sppwmi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,jscript9.dll,Windows\SysWOW64,c:\Windows\SysWOW64\jscript9.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,exe,mscorsvw.exe,Windows\microsoft.net\framework\v4.0.30319,c:\Windows\microsoft.net\framework\v4.0.30319\mscorsvw.exe,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,bxvbda.sys,Windows\System32\drivers,c:\Windows\System32\drivers\bxvbda.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,shdocvw.dll,Windows\System32,c:\Windows\System32\shdocvw.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,ax,vidcap.ax,Windows\System32,c:\Windows\System32\vidcap.ax,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,atapi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\atapi.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,shwebsvc.dll,Windows\System32,c:\Windows\System32\shwebsvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,scwengf.dll,Windows\System32,c:\Windows\System32\scwengf.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iepeers.dll,Windows\System32,c:\Windows\System32\iepeers.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,inseng.dll,Windows\System32,c:\Windows\System32\inseng.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,mrxsmb20.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mrxsmb20.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,qdvd.dll,Windows\System32,c:\Windows\System32\qdvd.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,msmpeg2vdec.dll,Windows\System32,c:\Windows\System32\msmpeg2vdec.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,shgina.dll,Windows\System32,c:\Windows\System32\shgina.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,acppage.dll,Windows\System32,c:\Windows\System32\acppage.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,rassstp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\rassstp.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,diskcopy.dll,Windows\System32,c:\Windows\System32\diskcopy.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,Vid.sys,Windows\System32\drivers,c:\Windows\System32\drivers\Vid.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,es.dll,Windows\System32,c:\Windows\System32\es.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,eapsvc.dll,Windows\System32,c:\Windows\System32\eapsvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,mouclass.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mouclass.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ipbusenumproxy.dll,Windows\System32,c:\Windows\System32\ipbusenumproxy.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dxpps.dll,Windows\System32,c:\Windows\System32\dxpps.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ieframe.dll,Windows\System32,c:\Windows\System32\ieframe.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ipsecsnp.dll,Windows\System32,c:\Windows\System32\ipsecsnp.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,scwengb.dll,Windows\System32,c:\Windows\System32\scwengb.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,Display.dll,Windows\System32,c:\Windows\System32\Display.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,imgutil.dll,Windows\System32,c:\Windows\System32\imgutil.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dispex.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dispex.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,ax,ksproxy.ax,Windows\SysWOW64,c:\Windows\SysWOW64\ksproxy.ax,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,usbccgp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\usbccgp.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dmdlgs.dll,Windows\System32,c:\Windows\System32\dmdlgs.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,sndvolsso.dll,Windows\System32,c:\Windows\System32\sndvolsso.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wdc.dll,Windows\System32,c:\Windows\System32\wdc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,cng.sys,Windows\System32\drivers,c:\Windows\System32\drivers\cng.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iphlpsvc.dll,Windows\System32,c:\Windows\System32\iphlpsvc.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wercplsupport.dll,Windows\System32,c:\Windows\System32\wercplsupport.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wmiprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wmiprov.dll,EC0003XSC,NT AUTHORITY\SYSTEM
C,exe,regsvr32.exe,Windows\SysWOW64,C:\Windows\SysWOW64\regsvr32.exe,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,IPMIDrv.sys,Windows\System32\drivers,c:\Windows\System32\drivers\IPMIDrv.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,racwmiprov.dll,Windows\SysWOW64\wbem,c:\Windows\SysWOW64\wbem\racwmiprov.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,volsnap.sys,Windows\System32\drivers,c:\Windows\System32\drivers\volsnap.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,imapi.dll,Windows\System32,c:\Windows\System32\imapi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,dmvsc.sys,Windows\System32\drivers,c:\Windows\System32\drivers\dmvsc.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,vga.sys,Windows\System32\drivers,c:\Windows\System32\drivers\vga.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,ksecdd.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ksecdd.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,devicemetadataparsers.dll,Windows\System32,c:\Windows\System32\devicemetadataparsers.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,amdide.sys,Windows\System32\drivers,c:\Windows\System32\drivers\amdide.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,itss.dll,Windows\System32,c:\Windows\System32\itss.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,scripto.dll,Windows\System32,c:\Windows\System32\scripto.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,itircl.dll,Windows\System32,c:\Windows\System32\itircl.dll,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,mscoree.dll,Windows\SysWOW64,C:\Windows\SysWOW64\mscoree.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,AuthFWGP.dll,Windows\System32,c:\Windows\System32\AuthFWGP.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iasnap.dll,Windows\System32,c:\Windows\System32\iasnap.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,termdd.sys,Windows\System32\drivers,c:\Windows\System32\drivers\termdd.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dps.dll,Windows\System32,c:\Windows\System32\dps.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,DLL,IMTCCORE.DLL,Windows\System32\IME\IMETC10,c:\Windows\System32\IME\IMETC10\IMTCCORE.DLL,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,nsi.dll,Windows\System32,C:\Windows\System32\nsi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,devicemetadataparsers.dll,Windows\SysWOW64,c:\Windows\SysWOW64\devicemetadataparsers.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,wbemcntl.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wbemcntl.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,devicepairing.dll,Windows\SysWOW64,c:\Windows\SysWOW64\devicepairing.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,netcfgx.dll,Windows\SysWOW64,c:\Windows\SysWOW64\netcfgx.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,mofd.dll,Windows\System32\wbem,c:\Windows\System32\wbem\mofd.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,jscript9.dll,Windows\System32,c:\Windows\System32\jscript9.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,defragproxy.dll,Windows\System32,c:\Windows\System32\defragproxy.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,mpsdrv.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mpsdrv.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,connect.dll,Windows\System32,c:\Windows\System32\connect.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,rasmigplugin.dll,Windows\System32\Setup,c:\Windows\System32\Setup\rasmigplugin.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,tserrredir.dll,Windows\System32,c:\Windows\System32\tserrredir.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,portabledevicesyncprovider.dll,Windows\System32,c:\Windows\System32\portabledevicesyncprovider.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,drprov.dll,Windows\System32,c:\Windows\System32\drprov.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,msxml3.dll,Windows\System32,c:\Windows\System32\msxml3.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,intelppm.sys,Windows\System32\drivers,c:\Windows\System32\drivers\intelppm.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,shell32.dll,Windows\System32,c:\Windows\System32\shell32.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,iepeers.dll,Windows\SysWOW64,c:\Windows\SysWOW64\iepeers.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,amdppm.sys,Windows\System32\drivers,c:\Windows\System32\drivers\amdppm.sys,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,shlwapi.dll,Windows\System32,C:\Windows\System32\shlwapi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,exe,vds.exe,Windows\System32,c:\Windows\System32\vds.exe,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,lsmproxy.dll,Windows\System32,c:\Windows\System32\lsmproxy.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,hidbatt.sys,Windows\System32\drivers,c:\Windows\System32\drivers\hidbatt.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,rasplap.dll,Windows\System32,c:\Windows\System32\rasplap.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dinput8.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dinput8.dll,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,setupapi.dll,Windows\System32,C:\Windows\System32\setupapi.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,IMTCSKF.dll,Windows\System32\IME\IMETC10\applets,c:\Windows\System32\IME\IMETC10\applets\IMTCSKF.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,discache.sys,Windows\System32\drivers,c:\Windows\System32\drivers\discache.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,DLL,IMJP10K.DLL,Windows\System32,c:\Windows\System32\IMJP10K.DLL,EC0003XSC,NT AUTHORITY\SYSTEM
C,exe,explorer.exe,Windows\SysWOW64,C:\Windows\SysWOW64\explorer.exe,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,appinfo.dll,Windows\System32,c:\Windows\System32\appinfo.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,bcdprov.dll,Windows\System32,c:\Windows\System32\bcdprov.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,webcheck.dll,Windows\System32,c:\Windows\System32\webcheck.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,racwmiprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\racwmiprov.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,AudioEng.dll,Windows\System32,c:\Windows\System32\AudioEng.dll,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,credssp.dll,Windows\System32,C:\Windows\System32\credssp.dll,EC0003XSC,NT AUTHORITY\SYSTEM
C,dll,msctf.dll,Windows\System32,C:\Windows\System32\msctf.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,ntlanman.dll,Windows\System32,c:\Windows\System32\ntlanman.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dsprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\dsprov.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,bwunpairelevated.dll,Windows\System32,c:\Windows\System32\bwunpairelevated.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dinput.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dinput.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,sys,mrxsmb10.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mrxsmb10.sys,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,synchostps.dll,Windows\System32,c:\Windows\System32\synchostps.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,dmdskmgr.dll,Windows\System32,c:\Windows\System32\dmdskmgr.dll,EC0003XSC,NT AUTHORITY\SYSTEM
c,dll,certmgr.dll,Windows\System32,c:\Windows\System32\certmgr.dll,EC0003XSC,NT AUTHORITY\SYSTEM
