arguments,hostname,name,path,pid,username
"""C:\Users\pheo.cam\AppData\Local\GoToMeeting\9508\g2mstart.exe"" ""/Action Host"" ""/BrokerServiceSuffix @ISL1"" ""/Build 9508"" ""/Download Auto"" ""/EGWAddress 216.115.208.230"" ""/EGWDNS egwglobal.gotomeeting.com"" ""/EGWPort 80 443 8200"" ""/Mode Normal"" ""/Product g2m"" ""/colClientUiReadyEvent Global\55848945-2CEA-4978-BF24-0C6A3B11E66E"" ""/sessionTrackingId e0-PH0LsK8MFgg2A9ZkKW16jt2JkQ4bP""",EE0008QXW,g2mstart.exe,C:\Users\pheo.cam\AppData\Local\GoToMeeting\9508,5296,pheo.cam
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe Get-Date,EE0008QXW,powershell.exe,C:\Windows\System32\powershell.exe,4,isai.bel
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ""-env:OOO_CWD=2C:\\Program Files (x86)\\OpenOffice 4""",ET0005XSC,soffice.bin,C:\Program Files (x86)\OpenOffice 4\program,921,pheo.cam
C:\Windows\System32\spoolsv.exe,ET0005XSC,spoolsv.exe,C:\Windows\System32,6336,NT AUTHORITY\SYSTEM
%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024 20480 768 Windows=On SubSystemType=Windows ServerDll=basesrv 1 ServerDll=winsrv:UserServerDllInitialization 3 ServerDll=winsrv:ConServerDllInitialization 2 ServerDll=sxssrv 4 ProfileControl=Off MaxRequestThreads=16,ET0005XSC,csrss.exe,C:\Windows\system32,6076,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,ET0005XSC,Explorer.EXE,C:\Windows,3804,NT AUTHORITY\SYSTEM
"""C:\Users\svc_kk\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",ET0005XSC,OneDrive.exe,C:\Users\svc_kk\AppData\Local\Microsoft\OneDrive,1393,svc_kk
C:\Windows\system32\svchost.exe -k netsvcs,ET0005XSC,svchost.exe,C:\Windows\system32,2168,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",ET0005XSC,tv_w32.exe,C:\Program Files (x86)\TeamViewer,1438,cod.cox27
C:\Windows\system32\sppsvc.exe,ET0005XSC,sppsvc.exe,C:\Windows\system32,2256,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,ET0005XSC,svchost.exe,C:\Windows\system32,388,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,ET0005XSC,svchost.exe,C:\Windows\system32,2084,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServicePeerNet,ET0005XSC,svchost.exe,C:\Windows\System32,5900,NT AUTHORITY\SYSTEM
wininit.exe,ET0005XSC,wininit.exe,C:\Windows\system32,712,NT AUTHORITY\SYSTEM
C:\Windows\System32\VBoxService.exe,ET0005XSC,VBoxService.exe,C:\Windows\System32,2128,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",ET0005XSC,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,601,cod.cox27
"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe15_ Global\UsGthrCtrlFltPipeMssGthrPipe15 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",ET0005XSC,SearchProtocolHost.exe,C:\Windows\system32,1008,NT AUTHORITY\SYSTEM
"""C:\Program Files\internet explorer\iexplore.exe"" ",ET0005XSC,iexplore.exe,C:\Program Files\internet explorer,4630,cod.cox27
winlogon.exe,ET0005XSC,winlogon.exe,C:\Windows\system32,5700,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe"" --backgroundcolor=16514043",ET0005XSC,RdrCEF.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF,1011,cod.cox27
C:\Windows\servicing\TrustedInstaller.exe,ET0005XSC,TrustedInstaller.exe,C:\Windows\servicing,252,NT AUTHORITY\SYSTEM
\??\C:\Windows\system32\conhost.exe,ET0005XSC,conhost.exe,C:\Windows\system32,2820,NT AUTHORITY\SYSTEM
C:\Windows\system32\services.exe,ET0005XSC,services.exe,C:\Windows\system32,2856,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k RPCSS,ET0005XSC,svchost.exe,C:\Windows\system32,1256,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsm.exe,ET0005XSC,lsm.exe,C:\Windows\system32,2428,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",ET0005XSC,AvastUI.exe,C:\Program Files\AVAST Software\Avast,6467,pheo.cam
C:\Windows\system32\SearchIndexer.exe /Embedding,ET0005XSC,SearchIndexer.exe,C:\Windows\system32,3644,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\notepad.exe"" ",ET0005XSC,notepad.exe,C:\Windows\system32,811,pheo.cam
"""C:\Windows\system32\wuauclt.exe""",ET0005XSC,wuauclt.exe,C:\Windows\system32,4544,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k secsvcs,ET0005XSC,svchost.exe,C:\Windows\System32,1028,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ",ET0005XSC,soffice.exe,C:\Program Files (x86)\OpenOffice 4\program,3922,pheo.cam
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",ET0005XSC,tv_w32.exe,C:\Program Files (x86)\TeamViewer,4752,svc_kk
\SystemRoot\System32\smss.exe,ET0005XSC,smss.exe,\SystemRoot\System32,6444,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\Dwm.exe""",ET0005XSC,Dwm.exe,C:\Windows\system32,2068,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"" --type=renderer /prefetch:1",ET0005XSC,AcroRd32.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader,2260,cod.cox27
"""C:\Program Files\Windows Media Player\wmpnetwk.exe""",ET0005XSC,wmpnetwk.exe,C:\Program Files\Windows Media Player,3368,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe""",ET0005XSC,armsvc.exe,C:\Program Files (x86)\Common Files\Adobe\ARM\1.0,4749,cod.cox27
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",ET0005XSC,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,6167,svc_kk
,ET0005XSC,AvastSvc.exe,,6189,pheo.cam
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",ET0005XSC,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,3609,svc_kk
C:\Windows\system32\svchost.exe -k DcomLaunch,ET0005XSC,svchost.exe,C:\Windows\system32,3956,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k NetworkService,ET0005XSC,svchost.exe,C:\Windows\system32,2732,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe"" --type=renderer --disable-browser-side-navigation --disable-gpu-compositing --service-pipe-token=49849BA2F50EBF33EAD978C1E9CA6D55 --lang=en-US --disable-pack-loading --lang=en-US --log-file=""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\debug.log"" --log-severity=disable --product-version=""ReaderServices/19.8.20071 Chrome/64.0.3282.119"" --enable-pinch --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0 0 3553;0 1 3553;0 2 3553;0 3 3553;0 4 3553;0 5 3553;0 6 3553;0 7 3553;0 8 3553;0 9 3553;0 10 3553;0 11 3553;0 12 3553;0 13 3553;0 14 3553;0 15 3553;0 16 3553;0 17 3553;0 18 3553;1 0 3553;1 1 3553;1 2 3553;1 3 3553;1 4 3553;1 5 3553;1 6 3553;1 7 3553;1 8 3553;1 9 3553;1 10 3553;1 11 3553;1 12 3553;1 13 3553;1 14 3553;1 15 3553;1 16 3553;1 17 3553;1 18 3553;2 0 3553;2 1 3553;2 2 3553;2 3 3553;2 4 3553;2 5 3553;2 6 3553;2 7 3553;2 8 3553;2 9 3553;2 10 3553;2 11 3553;2 12 3553;2 13 3553;2 14 3553;2 15 3553;2 16 3553;2 17 3553;2 18 3553;3 0 3553;3 1 3553;3 2 3553;3 3 3553;3 4 3553;3 5 3553;3 6 3553;3 7 3553;3 8 3553;3 9 3553;3 10 3553;3 11 3553;3 12 3553;3 13 3553;3 14 3553;3 15 3553;3 16 3553;3 17 3553;3 18 3553;4 0 3553;4 1 3553;4 2 3553;4 3 3553;4 4 3553;4 5 3553;4 6 3553;4 7 3553;4 8 3553;4 9 3553;4 10 3553;4 11 3553;4 12 3553;4 13 3553;4 14 3553;4 15 3553;4 16 3553;4 17 3553;4 18 3553;5 0 3553;5 1 3553;5 2 3553;5 3 3553;5 4 3553;5 5 3553;5 6 3553;5 7 3553;5 8 3553;5 9 3553;5 10 3553;5 11 3553;5 12 3553;5 13 3553;5 14 3553;5 15 3553;5 16 3553;5 17 3553;5 18 3553;6 0 3553;6 1 3553;6 2 3553;6 3 3553;6 4 3553;6 5 3553;6 6 3553;6 7 3553;6 8 3553;6 9 3553;6 10 3553;6 11 3553;6 12 3553;6 13 3553;6 14 3553;6 15 3553;6 16 3553;6 17 3553;6 18 3553 --disable-accelerated-video-decode --service-request-channel-token=49849BA2F50EBF33EAD978C1E9CA6D55 --renderer-client-id=4 --mojo-platform-channel-handle=2328 --allow-no-sandbox-job /prefetch:1",ET0005XSC,RdrCEF.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF,3728,cod.cox27
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,ET0005XSC,svchost.exe,C:\Windows\System32,2076,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"" ",ET0005XSC,AcroRd32.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader,922,cod.cox27
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,ET0005XSC,svchost.exe,C:\Windows\system32,4288,NT AUTHORITY\SYSTEM
"""taskhost.exe""",ET0005XSC,taskhost.exe,C:\Windows\system32,5660,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,ET0005XSC,lsass.exe,C:\Windows\system32,3020,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,ET0005XSC,svchost.exe,C:\Windows\System32,3740,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",ET0005XSC,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,618,cod.cox27
C:\Windows\system32\svchost.exe -k RPCSS,EW0004QXW,svchost.exe,C:\Windows\system32,1864,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,EW0004QXW,lsass.exe,C:\Windows\system32,1888,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k NetworkService,EW0004QXW,svchost.exe,C:\Windows\system32,176,NT AUTHORITY\SYSTEM
%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024 20480 768 Windows=On SubSystemType=Windows ServerDll=basesrv 1 ServerDll=winsrv:UserServerDllInitialization 3 ServerDll=winsrv:ConServerDllInitialization 2 ServerDll=sxssrv 4 ProfileControl=Off MaxRequestThreads=16,EW0004QXW,csrss.exe,C:\Windows\system32,3924,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",EW0004QXW,tv_w32.exe,C:\Program Files (x86)\TeamViewer,768,ola.pat
\SystemRoot\System32\smss.exe,EW0004QXW,smss.exe,\SystemRoot\System32,1516,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",EW0004QXW,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,5312,ola.pat
\??\C:\Windows\system32\conhost.exe,EW0004QXW,conhost.exe,C:\Windows\system32,2748,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,EW0004QXW,svchost.exe,C:\Windows\System32,2684,NT AUTHORITY\SYSTEM
C:\Windows\servicing\TrustedInstaller.exe,EW0004QXW,TrustedInstaller.exe,C:\Windows\servicing,1168,NT AUTHORITY\SYSTEM
"""taskhost.exe""",EW0004QXW,taskhost.exe,C:\Windows\system32,2872,NT AUTHORITY\SYSTEM
winlogon.exe,EW0004QXW,winlogon.exe,C:\Windows\system32,236,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,EW0004QXW,svchost.exe,C:\Windows\system32,3700,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",EW0004QXW,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,1676,ola.pat
"""C:\Program Files\PuTTY\putty.exe"" ",EW0004QXW,putty.exe,C:\Program Files\PuTTY,3415,graciedia35
"""C:\Windows\system32\wuauclt.exe""",EW0004QXW,wuauclt.exe,C:\Windows\system32,1348,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsm.exe,EW0004QXW,lsm.exe,C:\Windows\system32,2440,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k netsvcs,EW0004QXW,svchost.exe,C:\Windows\system32,3848,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,EW0004QXW,spoolsv.exe,C:\Windows\System32,5632,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",EW0004QXW,AvastUI.exe,C:\Program Files\AVAST Software\Avast,4214,pheo.cam
"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe15_ Global\UsGthrCtrlFltPipeMssGthrPipe15 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",EW0004QXW,SearchProtocolHost.exe,C:\Windows\system32,4488,NT AUTHORITY\SYSTEM
C:\Windows\system32\services.exe,EW0004QXW,services.exe,C:\Windows\system32,5652,NT AUTHORITY\SYSTEM
C:\Windows\System32\VBoxService.exe,EW0004QXW,VBoxService.exe,C:\Windows\System32,2540,NT AUTHORITY\SYSTEM
"""C:\Users\graciedia35\AppData\Local\Programs\Python\Python37\python.exe"" ",EW0004QXW,python.exe,C:\Users\graciedia35\AppData\Local\Programs\Python\Python37,5663,graciedia35
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,EW0004QXW,svchost.exe,C:\Windows\system32,4236,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,EW0004QXW,Explorer.EXE,C:\Windows,824,NT AUTHORITY\SYSTEM
,EW0004QXW,AvastSvc.exe,,1442,pheo.cam
C:\Windows\System32\svchost.exe -k LocalServicePeerNet,EW0004QXW,svchost.exe,C:\Windows\System32,3276,NT AUTHORITY\SYSTEM
"""C:\Users\ola.pat\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",EW0004QXW,OneDrive.exe,C:\Users\ola.pat\AppData\Local\Microsoft\OneDrive,2314,ola.pat
"""C:\Program Files\Windows Media Player\wmpnetwk.exe""",EW0004QXW,wmpnetwk.exe,C:\Program Files\Windows Media Player,752,NT AUTHORITY\SYSTEM
C:\Windows\system32\sppsvc.exe,EW0004QXW,sppsvc.exe,C:\Windows\system32,4632,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\Dwm.exe""",EW0004QXW,Dwm.exe,C:\Windows\system32,3536,NT AUTHORITY\SYSTEM
C:\Windows\system32\SearchIndexer.exe /Embedding,EW0004QXW,SearchIndexer.exe,C:\Windows\system32,4036,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k secsvcs,EW0004QXW,svchost.exe,C:\Windows\System32,6460,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k DcomLaunch,EW0004QXW,svchost.exe,C:\Windows\system32,5932,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,EW0004QXW,svchost.exe,C:\Windows\system32,4076,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,EW0004QXW,svchost.exe,C:\Windows\System32,1792,NT AUTHORITY\SYSTEM
wininit.exe,EW0004QXW,wininit.exe,C:\Windows\system32,6316,NT AUTHORITY\SYSTEM
"""C:\Program Files\internet explorer\iexplore.exe"" ",EW0004QXW,iexplore.exe,C:\Program Files\internet explorer,371,graciedia35
C:\Windows\system32\svchost.exe -k NetworkService,NB0008RYA,svchost.exe,C:\Windows\system32,2720,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,NB0008RYA,svchost.exe,C:\Windows\system32,1800,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NB0008RYA,svchost.exe,C:\Windows\system32,836,NT AUTHORITY\SYSTEM
,NB0008RYA,AvastSvc.exe,,5638,a.adiaz
C:\Windows\System32\RuntimeBroker.exe -Embedding,NB0008RYA,RuntimeBroker.exe,C:\Windows\System32,1812,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k DcomLaunch,NB0008RYA,svchost.exe,C:\Windows\system32,6280,NT AUTHORITY\SYSTEM
"""LogonUI.exe"" /flags:0x0 /state0:0xa3a5d855 /state1:0x41c64e6d",NB0008RYA,LogonUI.exe,C:\Windows\system32,168,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,NB0008RYA,lsass.exe,C:\Windows\system32,3020,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k appmodel,NB0008RYA,svchost.exe,C:\Windows\system32,320,NT AUTHORITY\SYSTEM
"""C:\Program Files\Git\usr\bin\bash.exe""",NB0008RYA,bash.exe,C:\Program Files\Git\usr\bin,4571,a.csmith
C:\Windows\System32\msdtc.exe,NB0008RYA,msdtc.exe,C:\Windows\System32,1080,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,NB0008RYA,spoolsv.exe,C:\Windows\System32,3432,NT AUTHORITY\SYSTEM
"""C:\Program Files\CCleaner\CCleaner.exe"" /MONITOR /uac",NB0008RYA,CCleaner64.exe,C:\Program Files\CCleaner,3696,a.adiaz
"""C:\Users\lol.griffi\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe"" --squirrel-firstrun",NB0008RYA,GitHubDesktop.exe,C:\Users\lol.griffi\AppData\Local\GitHubDesktop\app-1.4.3,4366,lol.griffi
C:\Windows\system32\svchost.exe -k RPCSS,NB0008RYA,svchost.exe,C:\Windows\system32,3480,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k utcsvc,NB0008RYA,svchost.exe,C:\Windows\System32,1336,NT AUTHORITY\SYSTEM
"""dwm.exe""",NB0008RYA,dwm.exe,C:\Windows\system32,828,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k UnistackSvcGroup,NB0008RYA,svchost.exe,C:\Windows\system32,152,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",NB0008RYA,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,5659,lol.griffi
"usr\bin\mintty.exe --nodaemon -o AppID=GitForWindows.Bash -o AppLaunchCmd=""C:\Program Files\Git\git-bash.exe"" -o AppName=""Git Bash"" -i ""C:\Program Files\Git\git-bash.exe"" --store-taskbar-properties -- /usr/bin/bash --login -i",NB0008RYA,mintty.exe,C:\Program Files\Git\usr\bin,1524,a.csmith
winlogon.exe,NB0008RYA,winlogon.exe,C:\Windows\system32,2932,NT AUTHORITY\SYSTEM
"""C:\Program Files\CCleaner\CCleaner.exe"" /uac",NB0008RYA,CCleaner64.exe,C:\Program Files\CCleaner,3356,a.adiaz
C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},NB0008RYA,dllhost.exe,C:\Windows\system32,5924,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k netsvcs,NB0008RYA,svchost.exe,C:\Windows\System32,1192,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NB0008RYA,svchost.exe,C:\Windows\System32,4092,NT AUTHORITY\SYSTEM
C:\Windows\system32\dllhost.exe /Processid:{A7CCA429-5F8F-4A5B-B524-82C38D561286},NB0008RYA,dllhost.exe,C:\Windows\system32,748,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NB0008RYA,svchost.exe,C:\Windows\system32,3152,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,NB0008RYA,svchost.exe,C:\Windows\system32,3500,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k smbsvcs,NB0008RYA,svchost.exe,C:\Windows\System32,776,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",NB0008RYA,ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy,416,NT AUTHORITY\SYSTEM
"""C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.0.119.0_x64__8wekyb3d8bbwe\Microsoft.Notes.exe"" -ServerName:App.AppX495fygk72hjw82j58ny5h3nr8hpsd8vs.mca",NB0008RYA,Microsoft.Notes.exe,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.0.119.0_x64__8wekyb3d8bbwe,2225,lol.griffi
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",NB0008RYA,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,566,lol.griffi
"""C:\Users\lol.griffi\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe"" --type=gpu-process --no-sandbox --supports-dual-gpus=false --gpu-driver-bug-workarounds=9 12 13 23 27 29 49 70 84 --disable-gl-extensions=""GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent"" --gpu-vendor-id=0x8086 --gpu-device-id=0x0a16 --gpu-driver-vendor=""Intel Corporation"" --gpu-driver-version=20.19.15.4331 --gpu-driver-date=11-18-2015 --service-request-channel-token=29571E74A71F5219E432184D13D76C95 --mojo-platform-channel-handle=1732 /prefetch:2",NB0008RYA,GitHubDesktop.exe,C:\Users\lol.griffi\AppData\Local\GitHubDesktop\app-1.4.3,4695,lol.griffi
sihost.exe,NB0008RYA,sihost.exe,C:\Windows\System32,384,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NB0008RYA,svchost.exe,C:\Windows\System32,2396,NT AUTHORITY\SYSTEM
\??\C:\Windows\system32\conhost.exe 0x4,NB0008RYA,conhost.exe,C:\Windows\system32,2444,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,NB0008RYA,Explorer.EXE,C:\Windows,1856,NT AUTHORITY\SYSTEM
taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},NB0008RYA,taskhostw.exe,C:\Windows\System32,2940,NT AUTHORITY\SYSTEM
"""C:\Program Files\Git\git-bash.exe"" ""--cd=C:\Users\a.csmith\Desktop.""",NB0008RYA,git-bash.exe,C:\Program Files\Git,1655,a.csmith
winlogon.exe,NB0008RYA,winlogon.exe,C:\Windows\system32,3664,NT AUTHORITY\SYSTEM
"""C:\Program Files\Wireshark\Wireshark.exe"" ",NB0008RYA,Wireshark.exe,C:\Program Files\Wireshark,4308,a.adiaz
"""C:\Users\a.adiaz\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",NB0008RYA,OneDrive.exe,C:\Users\a.adiaz\AppData\Local\Microsoft\OneDrive,6241,a.adiaz
"""C:\Program Files\internet explorer\iexplore.exe"" ",NB0008RYA,iexplore.exe,C:\Program Files\internet explorer,2333,hann.torre44
"""dwm.exe""",NB0008RYA,dwm.exe,C:\Windows\system32,2828,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",NB0008RYA,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,1356,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",NB0008RYA,tv_w32.exe,C:\Program Files (x86)\TeamViewer,1247,lol.griffi
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,NB0008RYA,svchost.exe,C:\Windows\system32,3600,NT AUTHORITY\SYSTEM
/loadhooks /Parent:0000000000001188,NB0008RYA,TabTip32.exe,C:\Program Files (x86)\Common Files\Microsoft Shared\Ink,344,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\cmd.exe"" ",NB0008RYA,cmd.exe,C:\Windows\system32,3363,hann.torre44
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",NB0008RYA,AvastUI.exe,C:\Program Files\AVAST Software\Avast,1035,a.adiaz
"""C:\Program Files\Windows Defender\\MpCmdRun.exe"" SpyNetServiceDss -RestrictPrivileges -AccessKey 5BDCBEBD-E077-6957-0484-82901932C7EC -Reinvoke",NB0008RYA,MpCmdRun.exe,C:\Program Files\Windows Defender,5388,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k termsvcs,NB0008RYA,svchost.exe,C:\Windows\System32,3484,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,NL0000AHL,svchost.exe,C:\Windows\system32,2440,NT AUTHORITY\SYSTEM
C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},NL0000AHL,dllhost.exe,C:\Windows\system32,6480,NT AUTHORITY\SYSTEM
"""dwm.exe""",NL0000AHL,dwm.exe,C:\Windows\system32,3220,NT AUTHORITY\SYSTEM
,NL0000AHL,AvastSvc.exe,,2472,claross74
C:\Windows\System32\spoolsv.exe,NL0000AHL,spoolsv.exe,C:\Windows\System32,3912,NT AUTHORITY\SYSTEM
"""C:\Program Files\TightVNC\tvnserver.exe"" -controlservice -slave",NL0000AHL,tvnserver.exe,C:\Program Files\TightVNC,6298,loghernand
taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},NL0000AHL,taskhostw.exe,C:\Windows\System32,436,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k RPCSS,NL0000AHL,svchost.exe,C:\Windows\system32,6408,NT AUTHORITY\SYSTEM
