arguments,description,descriptivename,hostname,name,path,pathcertificateissuer,pathcertificatesubject,pathmd5sum,pathsignaturedescription,pathsignatureverified,pid
\SystemRoot\system32\drivers\usbuhci.sys,,Microsoft USB Universal Host Controller Miniport Driver,EC0003XSC,usbuhci,C:\Windows\System32\drivers\usbuhci.sys,Microsoft Windows Verification PCA,Microsoft Windows,a94dbe86cddbd5808afc80cbf2e400fc,The file is signed and the signature was verified.,true,0
system32\drivers\nsiproxy.sys,NSI proxy service.,NSI proxy service driver.,EC0003XSC,nsiproxy,C:\Windows\System32\drivers\nsiproxy.sys,Microsoft Windows Verification PCA,Microsoft Windows,96c23a97a994f6936307f21a0eac683d,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\usbprint.sys,,Microsoft USB PRINTER Class,EC0003XSC,usbprint,C:\Windows\System32\drivers\usbprint.sys,Microsoft Windows Verification PCA,Microsoft Windows,9f224153cc5d8fff593c4d522682c239,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k NetworkService,The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped  DNS names will continue to be resolved. However  the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled  any services that explicitly depend on it will fail to start.,DNS Client,EC0003XSC,Dnscache,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,852
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork,The Diagnostic Policy Service enables problem detection  troubleshooting and resolution for Windows components.  If this service is stopped  diagnostics will no longer function.,Diagnostic Policy Service,EC0003XSC,DPS,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,768
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,Determines and verifies the identity of an application. Disabling this service will prevent AppLocker from being enforced.,Application Identity,EC0003XSC,AppIDSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vga.sys,,VgaSave,EC0003XSC,VgaSave,C:\Windows\System32\drivers\vga.sys,Microsoft Windows Verification PCA,Microsoft Windows,c6d351214e015400da433df81ba7fb36,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalService,WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition  WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.,WinHTTP Web Proxy Auto-Discovery Service,EC0003XSC,WinHttpAutoProxySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k utcsvc,The Diagnostics Tracking Service enables data collection about functional issues in Windows components.,Diagnostics Tracking Service,EC0003XSC,DiagTrack,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,1084
C:\Windows\system32\lsass.exe,The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.,CNG Key Isolation,EC0003XSC,KeyIso,C:\Windows\System32\lsass.exe,Microsoft Windows Verification PCA,Microsoft Windows,63d8919bd82ff4caa2fbb33123905320,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,Offers routing services to businesses in local area and wide area network environments.,Routing and Remote Access,EC0003XSC,RemoteAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\ws2ifsl.sys,Winsock IFS Driver,Winsock IFS Driver,EC0003XSC,ws2ifsl,C:\Windows\System32\drivers\ws2ifsl.sys,Microsoft Windows Verification PCA,Microsoft Windows,ae1288a62d7e27f00a43b9ebc8635b2d,The file is signed and the signature was verified.,true,0
System32\Drivers\dfsc.sys,Client driver for access to DFS Namespaces,DFS Namespace Client Driver,EC0003XSC,DfsC,C:\Windows\System32\drivers\dfsc.sys,Microsoft Windows Verification PCA,Microsoft Windows,921d6e1e77160b3ec9aec4ad45d61a79,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Enables the detection  download  and installation of updates for Windows and other programs. If this service is disabled  users of this computer will not be able to use Windows Update or its automatic updating feature  and programs will not be able to use the Windows Update Agent (WUA) API.,Windows Update,EC0003XSC,wuauserv,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,968
system32\drivers\modem.sys,,Modem,EC0003XSC,Modem,C:\Windows\System32\drivers\modem.sys,Microsoft Windows Verification PCA,Microsoft Windows,43f6fab99f5c8fc7f6b70c6d2871a041,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\hidusb.sys,,Microsoft HID Class Driver,EC0003XSC,HidUsb,C:\Windows\System32\drivers\hidusb.sys,Microsoft Windows Verification PCA,Microsoft Windows,d4c27cc5c2cb661a188d69d8e9d84464,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\mup.sys,Multiple UNC Provider Driver,Mup,EC0003XSC,Mup,C:\Windows\System32\drivers\mup.sys,Microsoft Windows Verification PCA,Microsoft Windows,c5134069ad9ed71272b07c9070dee945,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation,Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed  it is recommended that this service remain stopped. If it is needed  both MSDTC and KTM will start this service automatically. If this service is disabled  any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.,KtmRm for Distributed Transaction Coordinator,EC0003XSC,KtmRm,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped  network resources will no longer be published and they will not be discovered by other computers on the network.,Function Discovery Resource Publication,EC0003XSC,FDResPub,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\volmgr.sys,,Volume Manager Driver,EC0003XSC,volmgr,C:\Windows\System32\drivers\volmgr.sys,Microsoft Windows Verification PCA,Microsoft Windows,1611f2eb63728b9cf667d1348600350b,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\fdc.sys,,Floppy Disk Controller Driver,EC0003XSC,fdc,C:\Windows\System32\drivers\fdc.sys,Microsoft Windows Verification PCA,Microsoft Windows,e1f1e6756f4961de6e72111cd7e9906f,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\aliide.sys,,aliide,EC0003XSC,aliide,C:\Windows\System32\drivers\aliide.sys,Microsoft Windows Verification PCA,Microsoft Windows,3a7827eb7274ba65143c632ec135c143,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\vhdmp.sys,,vhdmp,EC0003XSC,vhdmp,C:\Windows\System32\drivers\vhdmp.sys,Microsoft Windows Verification PCA,Microsoft Windows,0b4fb056f080655d1760a234b5450e2b,The file is signed and the signature was verified.,true,0
system32\DRIVERS\smb.sys,Microsoft NetbiosSmb Device Driver,Message-oriented TCP/IP and TCP/IPv6 Protocol (SMB session),EC0003XSC,Smb,C:\Windows\System32\drivers\smb.sys,Microsoft Windows Verification PCA,Microsoft Windows,950bf9a2e6ffadcc813e6946713c95d8,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\uagp35.sys,,Microsoft AGPv3.5 Filter,EC0003XSC,uagp35,C:\Windows\System32\drivers\UAGP35.SYS,Microsoft Windows Verification PCA,Microsoft Windows,fd07eb76625dd1ce6e963348688cfa14,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\ksecdd.sys,,KSecDD,EC0003XSC,KSecDD,C:\Windows\System32\drivers\ksecdd.sys,Microsoft Windows Verification PCA,Microsoft Windows,f25252cb566f4419dcbec7e130547043,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\BrUsbMdm.sys,,Brother MFC USB Fax Only Modem,EC0003XSC,BrUsbMdm,C:\Windows\System32\drivers\BrUsbMdm.sys,Microsoft Windows Verification PCA,Microsoft Windows,e2cd1ca4da8a8da800883e9d5d766f1f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\UI0Detect.exe,Enables user notification of user input for interactive services  which enables access to dialogs created by interactive services when they appear. If this service is stopped  notifications of new interactive service dialogs will no longer function and there might not be access to interactive service dialogs. If this service is disabled  both notifications of and access to new interactive service dialogs will no longer function.,Interactive Services Detection,EC0003XSC,UI0Detect,C:\Windows\System32\UI0Detect.exe,Microsoft Windows Verification PCA,Microsoft Windows,a24b0c803dfac45cb09c835fadcc66f5,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled  any services that explicitly depend on it will fail to start.,Remote Access Connection Manager,EC0003XSC,RasMan,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\amdsbs.sys,,amdsbs,EC0003XSC,amdsbs,C:\Windows\System32\drivers\amdsbs.sys,Microsoft Windows Verification PCA,Microsoft Windows,f366f773188f9d80d97b7ace17d75fdb,The file is signed and the signature was verified.,true,0
system32\DRIVERS\netkvm.sys,,Red Hat VirtIO Ethernet Adapter Service,EC0003XSC,netkvm,C:\Windows\System32\drivers\netkvm.sys,Symantec Class 3 SHA256 Code Signing CA,Google Inc,e36d3a072b25c1c62748a7e379295568,The file is signed and the signature was verified.,true,0
system32\DRIVERS\rdbss.sys,Provides the framework for network mini-redirectors,Redirected Buffering Sub Sysytem,EC0003XSC,rdbss,C:\Windows\System32\drivers\rdbss.sys,Microsoft Windows Verification PCA,Microsoft Windows,9e1a95f84ad60e3bae109424c8b80241,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k regsvc,Enables remote users to modify registry settings on this computer. If this service is stopped  the registry can be modified only by users on this computer. If this service is disabled  any services that explicitly depend on it will fail to start.,Remote Registry,EC0003XSC,RemoteRegistry,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,1320
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,This service manages events and event logs. It supports logging events  querying events  subscribing to events  archiving event logs  and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.,Windows Event Log,EC0003XSC,eventlog,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,932
system32\drivers\tsusbflt.sys,Remote Desktop USB Hub Class Filter Driver,TsUsbFlt,EC0003XSC,TsUsbFlt,C:\Windows\System32\drivers\TsUsbFlt.sys,Microsoft Windows Verification PCA,Microsoft Windows,37670ed4a78363c13c3e32a194ac6d38,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,The PnP-X bus enumerator service manages the virtual network bus. It discovers network connected devices using the SSDP/WS discovery protocols and gives them presence in PnP. If this service is stopped or disabled  presence of NCD devices will not be maintained in PnP. All pnpx based scenarios will stop functioning.,PnP-X IP Bus Enumerator,EC0003XSC,IPBusEnum,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork,Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters  then writes the data to a log or triggers an alert. If this service is stopped  performance information will not be collected. If this service is disabled  any services that explicitly depend on it will fail to start.,Performance Logs &amp; Alerts,EC0003XSC,pla,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
