arguments,description,descriptivename,hostname,md5,name,path,pathcertificateissuer,pathcertificatesubject,pathsignaturedescription,pathsignatureexists,pathsignatureverified,servicedll,type
\SystemRoot\system32\drivers\adpu320.sys,,adpu320,EC0003XSC,38d518c556fa281941167d2253f370a9,adpu320,C:\Windows\System32\drivers\adpu320.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k netsvcs,Allows administrators to remotely access a command prompt using Emergency Management Services.,Special Administration Console Helper,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,sacsvr,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\sacsvr.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\aswSP.sys,,aswSP,EC0003XSC,7d0de0074bb1032b2cb6a8f46ac28dda,aswSP,C:\Windows\System32\drivers\aswSP.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\system32\drivers\elxstor.sys,,elxstor,EC0003XSC,18caafe59b797dc4d64a7535dce67606,elxstor,C:\Windows\System32\drivers\elxstor.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\aswVmm.sys,,aswVmm,EC0003XSC,9cc3c6d303c29209964835de96497365,aswVmm,C:\Windows\System32\drivers\aswVmm.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalService,Provides Software Licensing activation and notification,SPP Notification Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,sppuinotify,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\sppuinotify.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\nfrd960.sys,,nfrd960,EC0003XSC,5b07e31fbb8df62aa8b7e1024575c086,nfrd960,C:\Windows\System32\drivers\nfrd960.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\raspppoe.sys,Remote Access PPPOE Driver,Remote Access PPPOE Driver,EC0003XSC,792d5161732f26e6589c3c06c1de3f1e,RasPppoe,C:\Windows\System32\drivers\raspppoe.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\DRIVERS\wfplwf.sys,WFP Lightweight Filter,WFP Lightweight Filter,EC0003XSC,8a13c00a3af3689514986d5fadcd14af,WfpLwf,C:\Windows\System32\drivers\wfplwf.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
System32\DRIVERS\srv.sys,Enables connectivity from Windows XP and earlier clients,Server SMB 1.xxx Driver,EC0003XSC,10e3b17347c6dcddc1cccc0450f97c3c,srv,C:\Windows\System32\drivers\srv.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped  this computer will not be able to login or access iSCSI targets. If this service is disabled  any services that explicitly depend on it will fail to start.,Microsoft iSCSI Initiator Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,MSiSCSI,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\iscsiexe.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\CLFS.sys,General-purpose logging service,Common Log (CLFS),EC0003XSC,30e408f5db5203036e522719a59b3ba2,CLFS,C:\Windows\System32\clfs.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalService,WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition  WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.,WinHTTP Web Proxy Auto-Discovery Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,WinHttpAutoProxySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\winhttp.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\nvraid.sys,,nvraid,EC0003XSC,09ef372c5eac1023fe774343c4d3a3f0,nvraid,C:\Windows\System32\drivers\nvraid.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\pci.sys,,PCI Bus Driver,EC0003XSC,7ae216807b79cda854cdd9fd275c03fa,pci,C:\Windows\System32\drivers\pci.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\ndisuio.sys,,NDIS Usermode I/O Protocol,EC0003XSC,d5cec5dcc56875cc3211bbedb4aa433d,Ndisuio,C:\Windows\System32\drivers\ndisuio.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\amdsbs.sys,,amdsbs,EC0003XSC,f366f773188f9d80d97b7ace17d75fdb,amdsbs,C:\Windows\System32\drivers\amdsbs.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\storvsc.sys,,storvsc,EC0003XSC,17cd0cb59333c93651d52b0829060d94,storvsc,C:\Windows\System32\drivers\storvsc.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\aswRvrt.sys,,aswRvrt,EC0003XSC,fad0300bdf7bcdc2c8fb035bb9aa132d,aswRvrt,C:\Windows\System32\drivers\aswRvrt.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\ipfltdrv.sys,IP Traffic Filter Driver,IP Traffic Filter Driver,EC0003XSC,9f7e98e84579e8533b55e1da7c8ad74e,IpFilterDriver,C:\Windows\System32\drivers\ipfltdrv.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,This service is responsible for loading and unloading user profiles. If this service is stopped or disabled  users will no longer be able to successfully logon or logoff  applications may have problems getting to users' data  and components registered to receive profile event notifications will not receive them.,User Profile Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,ProfSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\profsvc.dll,SERVICE_WIN32_SHARE_PROCESS
System32\DRIVERS\RDPCDD.sys,RDPDD Chained DD,RDPCDD,EC0003XSC,3a2fb15ebf699c0c185fd1caacd5981e,RDPCDD,C:\Windows\System32\drivers\RDPCDD.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\appid.sys,Identifies an application and enforces software restriction policies.,AppID Driver,EC0003XSC,13495c6eda7269e59ea5a249783fae05,AppID,C:\Windows\System32\drivers\appid.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\tunnel.sys,,Microsoft Tunnel Miniport Adapter Driver,EC0003XSC,4c8f98ccdb99dce1ef69f6b2164cffa3,tunnel,C:\Windows\System32\drivers\tunnel.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\cmdide.sys,,cmdide,EC0003XSC,c8baec66ddb608c3059f341cd46ebee4,cmdide,C:\Windows\System32\drivers\cmdide.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\ndiscap.sys,NDIS Capture LightWeight Filter,NDIS Capture LightWeight Filter,EC0003XSC,81443b0a085e71fdbad11b6ec187c508,NdisCap,C:\Windows\System32\drivers\ndiscap.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\sermouse.sys,,Serial Mouse Driver,EC0003XSC,6703f3d963034c68f1769a5dac6a8814,sermouse,C:\Windows\System32\drivers\sermouse.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Enforces group policy for removable mass-storage devices. Enables applications such as Windows Media Player and Image Import Wizard to transfer and synchronize content using removable mass-storage devices.,Portable Device Enumerator Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,WPDBusEnum,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\wpdbusenum.dll,SERVICE_WIN32_SHARE_PROCESS
system32\DRIVERS\cdfs.sys,ISO9660/Joliet File System Reader for CD/DVDs. (Core) (All pieces),CD/DVD File System Reader,EC0003XSC,e08cc7f238b6f22a031deb5f5845637d,cdfs,C:\Windows\System32\drivers\cdfs.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\system32\svchost.exe -k AxInstSVGroup,Provides User Account Control validation for the installation of ActiveX controls from the Internet and enables management of ActiveX control installation based on Group Policy settings. This service is started on demand and if disabled the installation of ActiveX controls will behave according to default browser settings.,ActiveX Installer (AxInstSV),EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,AxInstSV,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\AxInstSv.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k swprv,Manages software-based volume shadow copies taken by the Volume Shadow Copy service. If this service is stopped  software-based volume shadow copies cannot be managed. If this service is disabled  any services that explicitly depend on it will fail to start.,Microsoft Software Shadow Copy Provider,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,swprv,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\swprv.dll,SERVICE_WIN32_OWN_PROCESS
C:\Windows\system32\svchost.exe -k netsvcs,Allows the system to be configured to lock the user desktop upon smart card removal.,Smart Card Removal Policy,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,SCPolicySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\certprop.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\usbehci.sys,,Microsoft USB 2.0 Enhanced Host Controller Miniport Driver,EC0003XSC,15aeb4927a1ba5201e64a07f1b96687a,usbehci,C:\Windows\System32\drivers\usbehci.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork,Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters  then writes the data to a log or triggers an alert. If this service is stopped  performance information will not be collected. If this service is disabled  any services that explicitly depend on it will fail to start.,Performance Logs &amp; Alerts,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,pla,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\pla.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k LocalService,Supports System Event Notification Service (SENS)  which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped  SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled  any services that explicitly depend on it will fail to start.,COM+ Event System,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,EventSystem,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\es.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\wimmount.sys,WIM Image mount service driver,WIMMount,EC0003XSC,a38986aa70691b7293539324610ca96a,WIMMount,C:\Windows\System32\drivers\wimmount.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\servicing\TrustedInstaller.exe,Enables installation  modification  and removal of Windows updates and optional components. If this service is disabled  install or uninstall of Windows updates might fail for this computer.,Windows Modules Installer,EC0003XSC,e9ec6d9fa10e9e5dd5892a7d33e6f9ff,TrustedInstaller,C:\Windows\servicing\TrustedInstaller.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
\SystemRoot\system32\drivers\amdk8.sys,,AMD K8 Processor Driver,EC0003XSC,7cee869c1c9ebf57abfdd3c336628694,AmdK8,C:\Windows\System32\drivers\amdk8.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\intelide.sys,,intelide,EC0003XSC,b6ab53e86fd2ebcd16920cd706608fbe,intelide,C:\Windows\System32\drivers\intelide.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
System32\DRIVERS\rasacd.sys,Remote Access Auto Connection Driver,Remote Access Auto Connection Driver,EC0003XSC,f175a037134410ef10c15bdc98e3edf4,RasAcd,C:\Windows\System32\drivers\rasacd.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\aswHdsKe.sys,,aswHdsKe,EC0003XSC,247e8218df54278e90c960b6215c170a,aswHdsKe,C:\Windows\System32\drivers\aswHdsKe.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\sffp_sd.sys,,SFF Storage Protocol Driver for SDBus,EC0003XSC,c10ce5cef855b1bce6de076f22e78f59,sffp_sd,C:\Windows\System32\drivers\sffp_sd.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
